OBJECTID,Name,Location,District,Neighbourhood,Container_Type,Bin_Type,Longitude,Latitude
3363,"Hećimovićeva ulica 1, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Horvati - Srednjaci","Zvono","Plastika",15.938714349614434,45.791040794018194
3364,"Hećimovićeva ulica 1, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Horvati - Srednjaci","Zvono","Staklo",15.93862851892598,45.791048274990395
3365,"Horvaćanska cesta 118, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Horvati - Srednjaci","Zvono","Papir",15.938601529197516,45.788749944780456
3366,"Jurja Neidhardta, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Horvati - Srednjaci","Zvono","Staklo",15.939894270123906,45.78423814237477
3368,"Ulica majstora Radonje 10, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Horvati - Srednjaci","Zvono","Staklo",15.940095854896395,45.791662085848884
3369,"Jurja Neidhardta 3, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Horvati - Srednjaci","Zvono","Plastika",15.939839284839499,45.78520610294002
3370,"Srednjaci 19, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Horvati - Srednjaci","Zvono","Papir",15.941553970771663,45.79011073849502
3371,"Ulica Vincenta iz Kastva 8, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Horvati - Srednjaci","Zvono","Papir",15.943455908421164,45.788715950832625
3372,"Ulica Vincenta iz Kastva 10, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Horvati - Srednjaci","Zvono","Papir",15.943784395206947,45.78858949995521
3373,"Ulica Vincenta iz Kastva 10, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Horvati - Srednjaci","Zvono","Plastika",15.943787077415967,45.788600721906704
3380,"Klekova ulica 19, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Gajevo","Zvono","Staklo",15.931105509369083,45.79143421470772
3382,"Ulica Hrvoja Macanovića 3, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Gajevo","Zvono","Papir",15.935658223897233,45.78876932133766
3383,"Ulica Hrvoja Macanovića 7, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Gajevo","Zvono","Papir",15.932708867793309,45.78936917888775
3384,"Ulica Hrvoja Macanovića 10, Zagreb","","Trešnjevka - jug","Gajevo","Zvono","Staklo",15.93172732136345,45.789540547127636
3385,"Ulica Hrvoja Macanovića 10, Zagreb","","Trešnjevka - jug","Gajevo","Zvono","Staklo",15.93002214838341,45.79208866034767
3386,"Ulica Augusta Prosenika 1, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Gajevo","Zvono","Staklo",15.931960212034998,45.787623259713776
3387,"Ulica Vlade Ranogajca, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Gajevo","Zvono","Staklo",15.934124712802777,45.786605679765
3389,"Ulica Antuna Stipančića 79, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Gajevo","Zvono","Staklo",15.932141898526318,45.78669485488982
3390,"Ulica Antuna Stipančića 20, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Gajevo","Zvono","Papir",15.934162640913398,45.785386778037164
3392,"Ulica Antuna Štrbana 2, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Gajevo","Zvono","Papir",15.930289531095365,45.78674843655627
3393,"Ulica Ladislava Štritofa 10, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Gajevo","Zvono","Papir",15.936522146657317,45.78942548031573
3394,"Ulica Ladislava Štritofa 18, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Gajevo","Zvono","Plastika",15.936429610446378,45.788698865045994
3395,"Ulica Ladislava Štritofa 18, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Gajevo","Zvono","Papir",15.93644570370046,45.7887166330999
3396,"Ilica 510, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Vrapče - centar","Zvono","Papir",15.901683269020511,45.8131817961314
3397,"Ulica Majke Terezije 12, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Vrapče - centar","Zvono","Plastika",15.898318102536356,45.81452587486893
3398,"Ulica Majke Terezije 12, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Vrapče - centar","Zvono","Papir",15.898326149163399,45.814548308323936
3399,"Ulica Majke Terezije 8, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Vrapče - centar","Zvono","Papir",15.8983469362831,45.81408605771532
3400,"Ulica Majke Terezije 8, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Vrapče - centar","Zvono","Plastika",15.898349618492112,45.814071101955555
3401,"Ulica Majke Terezije 8, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Vrapče - centar","Zvono","Staklo",15.898352300701118,45.8140617546036
3402,"Ulica Dragutina Zrnetića 7, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Vrapče - centar","Zvono","Papir",15.903101989954445,45.81340449197536
3403,"Ulica Dragutina Zrnetića 7, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Vrapče - centar","Zvono","Plastika",15.903118083208518,45.81340449197536
3404,"Crnojezerska ulica 16, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Stenjevec - sjever","Zvono","Staklo",15.885482894203069,45.81449628881073
3407,"Gospodska ulica 16, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Stenjevec - sjever","Zvono","Papir",15.888183627225535,45.81443186836594
3408,"Jagnedje 4, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Stenjevec - sjever","Zvono","Staklo",15.88076439828796,45.81552675901417
3409,"Ulica Side Košutić 18, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Stenjevec - sjever","Zvono","Staklo",15.889058640842476,45.815516608186726
3412,"Bogatinska ulica 7, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gajnice","Zvono","Papir",15.870391696631156,45.81723757852428
3413,"Čileanska ulica, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gajnice","Zvono","Papir",15.876663455682111,45.81824288768847
3414,"Čileanska ulica, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gajnice","Zvono","Plastika",15.876647362428022,45.81824569168368
3415,"Čileanska ulica, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gajnice","Zvono","Staklo",15.87662992806943,45.81824382235353
3416,"Gajnice 28, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gajnice","Zvono","Staklo",15.873844454006294,45.81554257229427
3417,"Gajnice 23, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gajnice","Zvono","Papir",15.872484574035143,45.81657261364569
3418,"Ulica hrvatskih iseljenika 1, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gajnice","Zvono","Staklo",15.875020141655911,45.81561813303046
3419,"Peruanska ulica, 10000, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gajnice","Zvono","Papir",15.878670209030904,45.81890855527127
3420,"Peruanska ulica, 10000, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gajnice","Zvono","Plastika",15.878679596762456,45.81891135923294
3421,"Kredarička ulica, 10000 Zagreb","","Podsused - Vrapče","Gajnice","Zvono","Staklo",15.87234970921283,45.81434366227337
3423,"Dubravica 97, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gornji Stenjevec","Zvono","Papir",15.870106795742185,45.830062718236974
3424,"Dubravica 97, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gornji Stenjevec","Zvono","Plastika",15.870109477951113,45.830047766768416
3425,"Dubravica 97, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gornji Stenjevec","Zvono","Staklo",15.870104113533092,45.83004029103259
3426,"Dubravica 109, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gornji Stenjevec","Zvono","Papir",15.870058264522779,45.83170320124383
3427,"Dubravica 18, 10090, Zagreb, Grad Zagreb, HRV","","Stenjevec","Stenjevec - jug","Zvono","Papir",15.869402715875578,45.813587701949174
3428,"Huzjanova ulica 22, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gornji Stenjevec","Zvono","Staklo",15.865447547226733,45.815298608655425
3429,"Huzjanova ulica 6, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gornji Stenjevec","Zvono","Staklo",15.867534305840598,45.81542572968373
3430,"Stare gajnice, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Gornji Stenjevec","Zvono","Staklo",15.872544672281109,45.81919436245772
3431,"Aleja Seljačke bune 20, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Podsused","Zvono","Staklo",15.832992399033762,45.819278453243435
3432,"Banovski put 1A, 10290, Zaprešić, Zagrebačka županija, HRV","","Podsused - Vrapče","Podsused","Zvono","Papir",15.82742983281069,45.83885565745598
3433,"Banovski put 1A, 10290, Zaprešić, Zagrebačka županija, HRV","","Podsused - Vrapče","Podsused","Zvono","Plastika",15.827392281884489,45.83883697107229
3434,"Banovski put 1A, 10290, Zaprešić, Zagrebačka županija, HRV","","Podsused - Vrapče","Podsused","Zvono","Staklo",15.827365459794349,45.83882389059995
3435,"Bolnička cesta 68, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Stenjevec - sjever","Zvono","Plastika",15.889308310993767,45.817159522390604
3436,"Bolnička cesta 68, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Stenjevec - sjever","Zvono","Papir",15.889281488903627,45.81717447732098
3437,"Bolnička cesta 94, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Staklo",15.881666697509033,45.81934289971356
3438,"Bolnička cesta 94, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Plastika",15.881661333091007,45.81933542254006
3439,"Bolnička cesta 32, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Vrapče - centar","Zvono","Papir",15.895002556916126,45.81518208974028
3440,"Bolnička cesta 32, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Vrapče - centar","Zvono","Plastika",15.894978417034997,45.81519330633673
3441,"Bolnička cesta 32, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Vrapče - centar","Zvono","Staklo",15.894954277153868,45.815210131227175
3442,"Borčec 50, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Staklo",15.879924602750348,45.832028536535134
3444,"Gospodska ulica 82, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Staklo",15.88586284587442,45.81940589017954
3445,"Medpotoki 32, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Staklo",15.881604671423167,45.82241393987278
3446,"Orešje 7, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Staklo",15.883492946569953,45.82499523162253
3447,"Perjavica 10, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Papir",15.889399925195521,45.81794151126124
3448,"Perjavica 10, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Plastika",15.889389196359465,45.81793496856981
3452,"Rukavec 7, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Papir",15.89210862102549,45.81715016109139
3453,"Rukavec 7, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Plastika",15.892093868875909,45.817152965141595
3454,"Rukavec 7, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Staklo",15.892071070099291,45.81715763855833
3455,"Ulica Stjepana Ladiša 3, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Staklo",15.887620363332214,45.81956094105824
3456,"Šublinov brijeg, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Perjavica - Borčec","Zvono","Staklo",15.877807453505712,45.821021310222996
3459,"Podsusedsko Dolje 43, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Podsused","Zvono","Papir",15.848357852477584,45.828644472457164
3460,"Podsusedsko Dolje 43, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Podsused","Zvono","Plastika",15.848368581313647,45.828651013890116
3461,"Samoborska cesta, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Podsused","Zvono","Staklo",15.846601215124906,45.814498158417216
3462,"Sutinska Vrela, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Podsused","Zvono","Papir",15.832293027779718,45.81781223942334
3464,"Ulica Matka Baštijana 50A, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ljubljanica","Zvono","Papir",15.935030084073134,45.80079432145194
3466,"Ulica Matka Baštijana 11, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Staklo",15.939228411731689,45.80101808742014
3467,"Ulica Dragutina Golika, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ljubljanica","Zvono","Staklo",15.930359644800733,45.800512249306244
3470,"Ulica Ivana Broza 22A, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Zvono","Staklo",15.962624566612037,45.80565461627991
3473,"Ulica Silvija Strahimira Kranjčevića 59, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Zvono","Staklo",15.95471699533779,45.80404885069519
3474,"Nova cesta 121, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Antun Mihanović\"","Zvono","Staklo",15.955794908085888,45.79938598433775
3477,"Ulica grada Vukovara 30, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","STARA TREŠNJEVKA","Zvono","Staklo",15.958597397412733,45.79917888418417
3478,"Meršićeva ulica 4, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ciglenica","Zvono","Staklo",15.943105041954405,45.80919103811984
3479,"Meršićeva ulica bb, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ciglenica","Zvono","Staklo",15.944545955127875,45.80733559601225
3480,"Selska cesta 56, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ciglenica","Zvono","Staklo",15.943132031682351,45.806671268835146
3481,"Selska cesta 90B, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Papir",15.94274621267955,45.80407440234411
3482,"Stubička ulica 75, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Staklo",15.93785445016717,45.8035298640314
3483,"Zagorska ulica 14, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ciglenica","Zvono","Papir",15.94365975630643,45.80701141473802
3484,"Zagorska ulica 38A, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ciglenica","Zvono","Papir",15.94099900496338,45.80742181395659
3485,"Zagorska ulica 38A, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ciglenica","Zvono","Plastika",15.9410043693814,45.80743116242292
3486,"Zagorska ulica 38A, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ciglenica","Zvono","Staklo",15.94098961723183,45.80743864119488
3487,"Zagorska ulica 55, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ciglenica","Zvono","Papir",15.938160724909341,45.80801630421239
3488,"Zagorska ulica 55, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ciglenica","Zvono","Plastika",15.938145972759768,45.8080191087225
3489,"Zagorska ulica 55, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ciglenica","Zvono","Staklo",15.938128538401173,45.80802284806914
3490,"Zlatarska ulica 14, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ciglenica","Zvono","Staklo",15.940727515118365,45.808463337690775
3491,"Ulica Andrije Žaje 37, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Samoborček\"","Zvono","Staklo",15.956627825835437,45.807267257161875
3494,"Ulica Franje Petračića 3, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Samoborček\"","Zvono","Staklo",15.957275152186835,45.807387187405034
3495,"Magazinska cesta 29, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Samoborček\"","Zvono","Staklo",15.95477365700309,45.80850669887072
3496,"Metalčeva ulica 1, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Samoborček\"","Zvono","Papir",15.952665440716702,45.80664427599584
3497,"Metalčeva ulica 1, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Samoborček\"","Zvono","Staklo",15.952660076298672,45.80667232178159
3498,"Ulica Vjekoslava Novotnija, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Samoborček\"","Zvono","Staklo",15.956098207252051,45.806445230703964
3500,"Fallerovo šetalište 78, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Staklo",15.935865173086828,45.800660031423995
3501,"Kaptolska ulica 26, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Ljubljanica","Zvono","Staklo",15.934072200178262,45.795175435925024
3502,"Kostelska ulica, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Nikola Tesla\"","Zvono","Staklo",15.950990107819308,45.801375953220784
3503,"KOSTELSKA ULICA bb, 10.000 ZAGREB","","Trešnjevka - sjever","\"Nikola Tesla\"","Podzemni","Staklo",15.946128261097725,45.80140266239811
3504,"Krapinska ulica 36, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Zvono","Papir",15.951278120758543,45.801799950059
3506,"Selska cesta 90B, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Staklo",15.94277320240839,45.80400980526094
3507,"Selska cesta 95/1, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Papir",15.94340234806029,45.80260848011111
3508,"Jablanska ulica 7, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Staklo",15.913407959003724,45.798618759475865
3509,"Jablanska ulica 23, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Staklo",15.914328208153284,45.797839835866114
3510,"Jablanska ulica 50, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Papir",15.914781836753116,45.79721090683553
3511,"Jablanska ulica 50, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Plastika",15.914792565589178,45.7972081017813
3512,"Jablanska ulica 50, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Staklo",15.91480999994777,45.79720249167235
3514,"Korenička ulica 35A, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Staklo",15.922431161591406,45.79751832411492
3516,"Ulica Roberta Frangeša Mihanovića 3, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Staklo",15.913176786114054,45.79708808004248
3518,"Ratarska ulica 46, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Staklo",15.916049431970535,45.79902987688789
3519,"Rudeška cesta 118, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Staklo",15.919967971704786,45.79731935373936
3520,"Travnička ulica 20, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Staklo",15.928458504345395,45.79533279364673
3521,"Vlašićka ulica 2, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Staklo",15.92527488988158,45.797884160308456
3524,"Zagrebačka cesta 185, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Staklo",15.91820886168538,45.80174058900167
3525,"Zagrebačka cesta 185B, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Plastika",15.918548161126205,45.80230785956232
3526,"Zagrebačka cesta 185B, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Rudeš","Zvono","Papir",15.918544137812683,45.80230318489944
3527,"Dore Pfanove 11, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Staklo",15.942119539688209,45.8019133885647
3529,"Jablanovečka ulica 53, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Staklo",15.937106197670778,45.798920934527985
3530,"Labinska ulica 8, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Staklo",15.936579059779989,45.7977508968223
3531,"Puljska ulica, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Staklo",15.940032152431113,45.79643934105802
3533,"Selska cesta 114, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Staklo",15.943070089417951,45.79816028102755
3534,"Stubička ulica 91A, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Papir",15.936992037168999,45.80266697464757
3535,"Stubička ulica 91A, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Plastika",15.937000083796034,45.8026716492799
3536,"Stubička ulica 91A, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Staklo",15.937010812632083,45.8026772588382
3537,"Vitezićeva ulica 84, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","Pongračevo","Zvono","Staklo",15.939614314557756,45.79758194154282
3538,"Biokovska ulica 48, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.926438717137238,45.804219787448396
3541,"Hanamanova ulica 2, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.929960206118329,45.805595865553144
3542,"Hanamanova ulica 5, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Papir",15.926946409012983,45.80526042392187
3543,"Hanamanova ulica 5, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Plastika",15.926962502267065,45.80526416345369
3544,"Hanamanova ulica 5, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.926973231103128,45.80527164251658
3545,"Hanamanova ulica 9, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Papir",15.925710413570359,45.8051682287012
3546,"Hanamanova ulica 9, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Plastika",15.925710413570362,45.80515140077709
3547,"Hanamanova ulica 9, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.925710413570359,45.80513644261804
3549,"Prilaz Pavla Vuk-Pavlovića, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Papir",15.929932084833357,45.80698015443918
3550,"Prilaz Pavla Vuk-Pavlovića, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Plastika",15.929940131460393,45.80697267560568
3551,"Prilaz Pavla Vuk-Pavlovića, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.929956224714479,45.806967066479885
3552,"Ulica Dragutina Golika 12, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.929921397906659,45.8078394452701
3556,"Ulica Dragutina Golika 40, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.930127257448648,45.80092432347158
3557,"Voltino 4, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.928033206578643,45.801345768144415
3558,"Voltino 13, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Papir",15.925771852920994,45.80067032738444
3559,"Voltino 13, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.925771852920997,45.800651628181036
3560,"Voltino 16, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Papir",15.925769652302675,45.80128304902386
3561,"Voltino 16, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Plastika",15.925769652302675,45.80126808982615
3562,"Voltino 16, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.925761605675632,45.801299878116474
3563,"Voltino 24, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Papir",15.92650317397219,45.80229466057565
3564,"Voltino 24, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.926470987464025,45.802304009902414
3565,"Zagorska ulica 96, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Papir",15.934823637797814,45.80790084620015
3566,"Zagorska ulica 96, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.934855824306002,45.807904585554724
3567,"Zagorska ulica 96, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Plastika",15.934904104068274,45.807904585554695
3568,"Županjska ulica 17, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Staklo",15.928654557062712,45.804168845205865
3569,"Mlinovi 118F, 10000, Zagreb, Grad Zagreb, HRV","","Podsljeme","Šestine","Zvono","Plastika",15.961754189786468,45.850975053035924
