OBJECTID,Name,Location,District,Neighbourhood,Container_Type,Bin_Type,Longitude,Latitude
923,"KUSTOŠIJANSKA ULICA 279, 10110 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8308783<br>Zemljopisna dužina: 15.9218705","Črnomerec","Gornja Kustošija","Zvono","Papir",15.921870499473997,45.830878299382285
925,"KUTNJAČKI PUT 8, 10110 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7903009<br>Zemljopisna dužina: 15.9163004","Trešnjevka - jug","Vrbani","Zvono","Papir",15.917300864486155,45.78976038874556
927,"KUZMINEČKA ULICA 49, 10104 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7900567<br>Zemljopisna dužina: 15.9108667","Trešnjevka - jug","Vrbani","Zvono","Papir",15.911097370101997,45.790145537063545
928,"Labudovac 2","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8225683<br>Zemljopisna dužina: 15.9977567","Maksimir","\"Dinko Šimunović\"","Zvono","Papir",15.997756700110777,45.82245381155125
932,"ULICA I. GARDIJSKE BRIGADE TIGROVI 25 , 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.79048<br>Zemljopisna dužina: 16.0102267","Peščenica - Žitnjak","Savica Šanci","Zvono","Papir",16.010540517947483,45.790195718382904
934,"Lipanjska ulica 2, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.79105<br>Zemljopisna dužina: 15.9209083","Trešnjevka - jug","Vrbani","Zvono","Papir",15.920924393835403,45.79097518981892
936,"Lipnička cesta I. odvojak, 10257, Lipnica, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.6304027<br>Zemljopisna dužina: 15.9219863","","Lipnica","Zvono","Plastika",15.921693938697405,45.63047022168491
937,"LISTOPADSKA ULICA 13, 10104 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7931467<br>Zemljopisna dužina: 15.918505","Trešnjevka - jug","Vrbani","Zvono","Papir",15.918370889806727,45.793111165751206
938,"Rudeška cesta 172, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7921883<br>Zemljopisna dužina: 15.914525","Trešnjevka - jug","Vrbani","Zvono","Plastika",15.91449013186874,45.79220700118027
939,"Lopatinečka ulica 26, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.792145<br>Zemljopisna dužina: 15.9116583","Trešnjevka - jug","Vrbani","Zvono","Papir",15.911811185639461,45.79218240374943
940,"Ulica Mate Lovraka 19, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.84046<br>Zemljopisna dužina: 16.0611","Gornja Dubrava","Studentski grad","Zvono","Papir",16.061193877722598,45.840369373082886
942,"MAGAZINSKA CESTA, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8077883<br>Zemljopisna dužina: 15.9608917","Trešnjevka - sjever","\"Samoborček\"","Zvono","Papir",15.960824644556887,45.80780793063349
943,"ULICA IVANA RENDIĆA 28A, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8173183<br>Zemljopisna dužina: 16.0062783","Maksimir","Mašićeva","Zvono","Papir",16.00623806699423,45.81749775738389
945,"MAKSIMIRSKO NASELJE III. 4, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8168767<br>Zemljopisna dužina: 16.02647","Maksimir","Maksimirska naselja","Zvono","Papir",16.026346618969008,45.81684865890558
946,"MAKSIMIRSKO NASELJE III., 12 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8170167<br>Zemljopisna dužina: 16.0261433","Maksimir","Maksimirska naselja","Zvono","Papir",16.02659659392655,45.816403541786755
947,"MALA 3, 10009 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.822724<br>Zemljopisna dužina: 15.9776606","Gornji Grad - Medveščak","Nova Ves","Zvono","Papir",15.97766059952663,45.822723999002925
948,"MARTIĆEVA ULICA, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8125464<br>Zemljopisna dužina: 15.9937304","Donji Grad","\"Pavao Šubić\"","Zvono","Papir",15.993698213538142,45.812621179685145
950,"Zagrebačka cesta 160, 10090, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8043467<br>Zemljopisna dužina: 15.9192333","Stenjevec","Vrapče - jug","Zvono","Papir",15.919262803979201,45.80430556363095
953,"MEDVEŠČAK 47, 10009 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8223784<br>Zemljopisna dužina: 15.9796088","Gornji Grad - Medveščak","Medveščak","Zvono","Papir",15.97960880051018,45.822378399520844
954,"MEDVEŠČAK 73, 10009 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8247617<br>Zemljopisna dužina: 15.9802167","Gornji Grad - Medveščak","Medveščak","Zvono","Papir",15.980184513333892,45.82455983456876
955,"GUPČEVA ZVIJEZDA 1, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8274933<br>Zemljopisna dužina: 15.9794383","Gornji Grad - Medveščak","Gupčeva zvijezda","Zvono","Papir",15.979272003361867,45.82770262889328
956,"MEDVEŠČAK 22, 10009 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.82181<br>Zemljopisna dužina: 15.9799433","Gornji Grad - Medveščak","Medveščak","Zvono","Papir",15.979954029428404,45.82166046217391
959,"Mikin put, 10257, Havidić Selo, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.6282883<br>Zemljopisna dužina: 15.9345117","","Havidići","Zvono","Papir",15.934541204866319,45.628318310282374
962,"MIRAMARSKA CESTA 125, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7940054<br>Zemljopisna dužina: 15.972429","Trnje","Cvjetno naselje","Zvono","Papir",15.972485326964538,45.79401568535479
964,"MLINARSKA CESTA 47, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8280717<br>Zemljopisna dužina: 15.97786","Gornji Grad - Medveščak","Nova Ves","Zvono","Papir",15.977860000443004,45.828071699312204
967,"Našička ulica 35, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7927517<br>Zemljopisna dužina: 15.9284417","Trešnjevka - jug","Jarun","Zvono","Staklo",15.928695168405484,45.79248613204246
969,"KRUGE 45","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7957417<br>Zemljopisna dužina: 15.9911817","Trnje","\"Marin Držić\"","Zvono","Papir",15.991044906797837,45.79577349079918
970,"NOVA VES 17, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8205267<br>Zemljopisna dužina: 15.9779283","Gornji Grad - Medveščak","Nova Ves","Zvono","Papir",15.977928299488607,45.82052669907746
971,"Novačka ulica 200, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8506602<br>Zemljopisna dužina: 16.0352238","Gornja Dubrava","Granešinski Novaki","Zvono","Papir",16.035100418902257,45.8505593143654
972,"Novačka ulica 152, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.847325<br>Zemljopisna dužina: 16.038135","Gornja Dubrava","Granešinski Novaki","Zvono","Papir",16.038242288325012,45.84776966602352
973,"NOVOSELEČKI PUT 181, 10040 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8540146<br>Zemljopisna dužina: 16.0817687","Gornja Dubrava","Novoselec","Zvono","Papir",16.082047649900144,45.85367833512941
974,"NOVSKA ULICA 6, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7910397<br>Zemljopisna dužina: 15.9909538","Trnje","Staro Trnje","Zvono","Papir",15.990953799586759,45.79103969926253
977,"Obreška cesta 196, 10020, Odranski Obrež, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7146083<br>Zemljopisna dužina: 15.95081","Brezovica","Odranski Obrež","Zvono","Papir",15.950176998471909,45.71424497391086
979,"ODRANSKA ULICA 3, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.792955<br>Zemljopisna dužina: 15.963215","Trnje","Savski kuti","Zvono","Papir",15.963217681732381,45.79312425056324
980,"Odranski prilaz 20, 10020, Odra, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7423667<br>Zemljopisna dužina: 15.9996983","Novi Zagreb - istok","Buzin","Zvono","Papir",15.999698300017526,45.74236669954111
981,"Odranski prilaz 20, 10020, Odra, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.742475<br>Zemljopisna dužina: 15.9995733","Novi Zagreb - istok","Buzin","Zvono","Plastika",15.999710092430712,45.74235800680314
983,"IVANIĆGRADSKA ULICA 24, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.80796<br>Zemljopisna dužina: 16.018145","Peščenica - Žitnjak","Volovčica","Zvono","Papir",16.017660860843478,45.80805535252532
984,"OZALJSKA 93, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7974846<br>Zemljopisna dužina: 15.9419897","Trešnjevka - sjever","Pongračevo","Zvono","Papir",15.94195214891316,45.79749020907368
986,"Ulica Hrvatskog sokola, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7921117<br>Zemljopisna dužina: 15.9205367","Trešnjevka - jug","Vrbani","Zvono","Papir",15.921362820684793,45.791745137276415
987,"PALINOVEČKA ULICA 19D, 10110 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7891642<br>Zemljopisna dužina: 15.9170021","Trešnjevka - jug","Vrbani","Zvono","Papir",15.917002100020005,45.789164199583276
990,"Palinovečka ulica 29, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7881967<br>Zemljopisna dužina: 15.9162071","Trešnjevka - jug","Vrbani","Zvono","Papir",15.915839637981769,45.788181736661976
991,"PANTOVČAK 106, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.822423<br>Zemljopisna dužina: 15.9600929","Gornji Grad - Medveščak","\"Stjepan Radić\"","Zvono","Papir",15.960564969415584,45.822168789153885
994,"PETE POLJANICE 15, 10040 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.82885<br>Zemljopisna dužina: 16.07615","Gornja Dubrava","Dubec","Zvono","Papir",16.07495909951328,45.82978447830195
995,"Pete Poljanice 7, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8289217<br>Zemljopisna dužina: 16.0760683","Gornja Dubrava","Dubec","Zvono","Papir",16.076068300401733,45.82892169920047
996,"PETROVA ULICA 2 , 10009 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.81449<br>Zemljopisna dužina: 15.9914467","Gornji Grad - Medveščak","Petrova","Zvono","Papir",15.991232122951086,45.814624599855776
998,"Petrovaradinska ulica 1, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7957944<br>Zemljopisna dužina: 15.9083942","Trešnjevka - jug","Prečko","Zvono","Papir",15.9085953660393,45.795852371884024
999,"PETROVARADINSKA ULICA 71, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7892265<br>Zemljopisna dužina: 15.9044849","Trešnjevka - jug","Prečko","Zvono","Papir",15.904507699219764,45.78923491544655
1001,"PILE I., 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7991733<br>Zemljopisna dužina: 15.9925217","Trnje","\"Marin Držić\"","Zvono","Papir",15.992521700033171,45.7991732988827
1002,"PLANINSKA ULICA 9, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8085245<br>Zemljopisna dužina: 16.0107949","Peščenica - Žitnjak","Donje Svetice","Zvono","Papir",16.0104716935971,45.808393623063445
1005,"PRILAZ SV. JOSIPA RADNIKA, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.80726<br>Zemljopisna dužina: 16.0204967","Peščenica - Žitnjak","Volovčica","Zvono","Papir",16.021033142341334,45.80721980029065
1006,"PRISAVLJE 6, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.790355<br>Zemljopisna dužina: 15.9638417","Trnje","Cvjetno naselje","Zvono","Papir",15.963895343918917,45.79029702121423
1007,"PRISAVLJE 12, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.79076<br>Zemljopisna dužina: 15.966095","Trnje","Cvjetno naselje","Zvono","Papir",15.966229110140087,45.79046449814741
1010,"RADIĆEVO ŠETALIŠTE 21, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.83325<br>Zemljopisna dužina: 15.978845","Gornji Grad - Medveščak","Gupčeva zvijezda","Zvono","Papir",15.978823541939837,45.832831380675984
1011,"RADNIČKA CESTA 59A, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.80054<br>Zemljopisna dužina: 16.0103867","Trnje","Sigečica","Zvono","Papir",16.010386699764236,45.80053999952404
1013,"RADNIČKI DOL 2, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8143673<br>Zemljopisna dužina: 15.9640906","Gornji Grad - Medveščak","\"Ivan Kukuljević - Sakcinski\"","Zvono","Papir",15.964090600381862,45.81436729966355
1014,"RADNIČKI DOL 22, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8168785<br>Zemljopisna dužina: 15.9634127","Gornji Grad - Medveščak","\"Ivan Kukuljević - Sakcinski\"","Zvono","Papir",15.963412699486776,45.81687849886675
1015,"RAPSKA ULICA 38, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7992617<br>Zemljopisna dužina: 16.0032433","Trnje","Sigečica","Zvono","Papir",16.003243300346487,45.799261699165974
1016,"Lipnička cesta I. odvojak, 10257, Lipnica, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.6304267<br>Zemljopisna dužina: 15.9216417","","Lipnica","Zvono","Papir",15.921673886816786,45.6304323259328
1019,"RUDEŠKA CESTA 148, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7936344<br>Zemljopisna dužina: 15.917798","Trešnjevka - jug","Vrbani","Zvono","Papir",15.91768534739067,45.793806453453136
1021,"RUDEŠKA CESTA 172, 10110 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7920342<br>Zemljopisna dužina: 15.9142608","Trešnjevka - jug","Vrbani","Zvono","Papir",15.914463306190902,45.79218381540233
1023,"RUDEŠKA CESTA 89, 10104 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7941541<br>Zemljopisna dužina: 15.9191856","Trešnjevka - jug","Vrbani","Zvono","Papir",15.918953588364758,45.79398204600544
1024,"Ožujska ulica 1, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7936683<br>Zemljopisna dužina: 15.9199683","Trešnjevka - jug","Vrbani","Zvono","Papir",15.919953547462699,45.79355328500401
1028,"SAVSKA CESTA 25, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8034333<br>Zemljopisna dužina: 15.965255","Donji Grad","\"Mimara\"","Zvono","Papir",15.965587594179096,45.804057817667704
1029,"SAVSKA CESTA 95, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7961276<br>Zemljopisna dužina: 15.9598874","Trešnjevka - sjever","Cvjetnica","Zvono","Papir",15.959994688352152,45.79576106346007
1030,"Savska cesta 42, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8000567<br>Zemljopisna dužina: 15.9631967","Trnje","Martinovka","Zvono","Papir",15.962979440789633,45.80066068645611
1031,"SAVSKA OPATOVINA 46, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7961633<br>Zemljopisna dužina: 15.8872267","Stenjevec","Stenjevec - jug","Zvono","Papir",15.887224018409846,45.79612870271539
1032,"Selčinska ulica, 10360, Sesvete, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8322067<br>Zemljopisna dužina: 16.112125","Sesvete","Gajišće","Zvono","Papir",16.112125000591988,45.83220669879954
1033,"SELSKA CESTA 112A, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7980617<br>Zemljopisna dužina: 15.9426217","Trešnjevka - sjever","Pongračevo","Zvono","Papir",15.943062922873594,45.79818605418172
1034,"Selska cesta 34, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.808295<br>Zemljopisna dužina: 15.9422283","Trešnjevka - sjever","Ciglenica","Zvono","Papir",15.942279261498802,45.80800894013941
1035,"ŠESTINSKI VRH 61, ŠESTINE, PODSLJEME","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8429471<br>Zemljopisna dužina: 15.951775","Podsljeme","Šestine","","Papir",15.951774999477255,45.842947099615095
1036,"Fallerovo šetalište 78, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.794935<br>Zemljopisna dužina: 15.93673","Trešnjevka - sjever","Pongračevo","Zvono","Papir",15.936701837253782,45.794861129723216
1038,"Širanovići 57, 10257, Horvati, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.720424<br>Zemljopisna dužina: 15.7909949","","Horvati","Zvono","Papir",15.790994899995482,45.72042399936123
1041,"Ulica grada Mainza 7A, 10000, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8113917<br>Zemljopisna dužina: 15.9525517","Črnomerec","\"Ban Keglević\"","Zvono","Papir",15.952404179152117,45.811086024986
1045,"Srebrnjak 168","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8319683<br>Zemljopisna dužina: 15.9893383","Maksimir","\"Dinko Šimunović\"","Zvono","Papir",15.989359758304229,45.831885134318995
1046,"SRUKI, 10040 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.9027917<br>Zemljopisna dužina: 16.0636833","","Čučerje","","Papir",16.063683300332276,45.90279169881252
1047,"STARA PEŠČENICA II. 20, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8119713<br>Zemljopisna dužina: 16.0055688","Peščenica - Žitnjak","Peščenica","Zvono","Papir",16.005352882796718,45.81190960449506
1048,"BUŽANOVA 41, PEŠČENICA, PEŠČENICA - ŽITNJAK","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8123733<br>Zemljopisna dužina: 16.00648","Peščenica - Žitnjak","Peščenica","Zvono","Papir",16.006277492947028,45.812671488224495
1053,"STENJEVEČKA, 10090 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8060134<br>Zemljopisna dužina: 15.8898155","Stenjevec","Špansko - sjever","","Papir",15.889815499492759,45.80601339951363
1056,"STRMEČKA CESTA 115, 10257 ZADVORSKO","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7031185<br>Zemljopisna dužina: 15.9096626","Brezovica","Odranski Strmec","Zvono","Plastika",15.90986108331942,45.70337325299896
1057,"STRMEČKA CESTA 115, 10257 ZADVORSKO","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7034275<br>Zemljopisna dužina: 15.9098272","Brezovica","Odranski Strmec","Zvono","Papir",15.909827200351844,45.70342749884334
1060,"RUGVIČKA 1, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7914317<br>Zemljopisna dužina: 15.9606983","Trnje","Savski kuti","Zvono","Papir",15.959813171252652,45.79146536381416
1062,"ŠUMSKA CESTA, HORVATI","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7115576<br>Zemljopisna dužina: 15.7942145","","Horvati","Zvono","Papir",15.794214500371261,45.71155759884206
1064,"SVETI DUH 170, 10110 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8288686<br>Zemljopisna dužina: 15.9404086","Črnomerec","\"Sveti Duh\"","Zvono","Papir",15.94046760808361,45.828887288555215
1065,"SVETICE 8, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8173254<br>Zemljopisna dužina: 16.0127596","Maksimir","Maksimirska naselja","Zvono","Papir",16.01275021185696,45.8173749371752
1067,"Svilkovići odvojak 1, 10090, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.7955433<br>Zemljopisna dužina: 15.8914717","Stenjevec","Stenjevec - jug","Zvono","Papir",15.89173455612801,45.7953880816694
1073,"TRG JOHNA FITZGERALDA KENNEDYJA 8, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8152117<br>Zemljopisna dužina: 16.0092833","Maksimir","Ružmarinka","Zvono","Papir",16.01106428732334,45.81532386512248
1076,"TRG LUKE BOTIĆA 2, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8043156<br>Zemljopisna dužina: 15.9939592","Trnje","Kanal","Zvono","Papir",15.99456537917546,45.80376587625509
1077,"TRG STJEPANA KONZULA, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8067118<br>Zemljopisna dužina: 16.0196911","Peščenica - Žitnjak","Volovčica","Zvono","Papir",16.01911174287841,45.806514543745095
1079,"TRG VLAHA BUKOVCA 2, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8173272<br>Zemljopisna dužina: 16.0022086","Maksimir","Mašićeva","Zvono","Papir",16.00217775468243,45.817516939035734
1082,"TRNJANSKA CESTA 9D, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8010909<br>Zemljopisna dužina: 15.9814835","Trnje","Martinovka","Zvono","Papir",15.98147813553535,45.801060981043385
1085,"TRNOVČICA 125, 10040 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8361447<br>Zemljopisna dužina: 16.0687851","Gornja Dubrava","Trnovčica","Zvono","Papir",16.06865099004831,45.83607368726336
1086,"TENJSKA 1, PEŠČENICA, PEŠČENICA - ŽITNJAK","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8130235<br>Zemljopisna dužina: 16.0157468","Peščenica - Žitnjak","Peščenica","Zvono","Papir",16.014585403755742,45.81366660530515
1088,"TUŠKANAC 64, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.82949<br>Zemljopisna dužina: 15.9714333","Gornji Grad - Medveščak","Tuškanac","Zvono","Papir",15.971433300617031,45.82948999882309
1092,"ULICA ANDRIJE ŽAJE 25, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8072661<br>Zemljopisna dužina: 15.9572797","Trešnjevka - sjever","\"Samoborček\"","Zvono","Papir",15.956666815657803,45.80726983842553
1093,"ULICA ANTE JAKŠIĆA 37, 10000 ZAGREB","Vrsta spremnika: PAPIR<br>Zemljopisna širina: 45.8135959<br>Zemljopisna dužina: 16.0254302","Peščenica - Žitnjak","\"Bruno Bušić\"","Zvono","Papir",16.02509090068908,45.81331827944653
